"state","regions","Y1945","Y1949","Y1954","Y1959","Y1964","Y1969","Y1974","Y1978","Y1982","Y1987","Y1992","Y1997","Y2002","Y2007"
"  Maryland","Northeast",0.0214917825537295,0.0248260594560405,0.0317836812144213,0.0507991770849818,0.0570300157977883,0.0750394944707741,0.0862559241706161,0.121958925750395,0.143900889453621,0.154542566709022,0.174872122762148,0.19309462915601,0.186091127098321,0.190118390247802
"  Michigan","Lake States",0.0178933523318902,0.0220036170329369,0.0224420452677152,0.0310479009097884,0.0326146738532615,0.0343206006105107,0.0372631521051618,0.0407557132249814,0.0429617843131876,0.0447724342267702,0.0484075031629903,0.0521480829528577,0.0592215651217164,0.0602139852014854
"  Wisconsin","Lake States",0.0115940373522189,0.0137671017680158,0.014966724743652,0.02119333923624,0.022090254468256,0.0198812290214304,0.021229595203259,0.0249304300427461,0.0267275284930956,0.0282203657451267,0.0302925692586519,0.0320186415810822,0.0302376431325163,0.0305919725818517
"  Minnesota  ","Lake States",0.00886614849822286,0.00974495176346522,0.00962777799476624,0.0151935320079678,0.0158439255099025,0.0135579860084737,0.0144053601340034,0.0239629520149768,0.0271650527390937,0.0287953487458506,0.0234917768968089,0.0278486477999765,0.0189597644749755,0.0189530684789009
"  Ohio","Corn Belt",0.0311573827798465,0.0338033536585366,0.0383384146341463,0.0573182823583251,0.0603451560059431,0.0637965222696766,0.0657413056741916,0.0774862721171446,0.0818885036009603,0.0871089433372709,0.0921439200274715,0.0976382158800412,0.0980654023734117,0.0993363763879879
"  Indiana","Corn Belt",0.0146303569116568,0.0171766432178154,0.0179534763281688,0.025174885568702,0.0262510254306809,0.0341961734914726,0.0392173837762964,0.0423772833520907,0.0452252565663594,0.0517916159332058,0.0513568846103585,0.0577166006011238,0.0619908516663036,0.0631552410803746
"  Illinois","Corn Belt",0.0203597162486734,0.0225990278786524,0.0248617241186658,0.0319038971923453,0.0333883280668885,0.0388183525323019,0.0420415370385941,0.0468342722609939,0.0504310223794682,0.0534917024681998,0.0568296795952782,0.0622540753232153,0.0647101815932985,0.0658174406589082
"  Iowa","Corn Belt",0.0115263319471966,0.012712927597647,0.0124062560985809,0.0147792866902763,0.0147764023642244,0.0127367186190716,0.0133232780291604,0.0182950673146752,0.0189011111731532,0.0208275168909487,0.019910514541387,0.0223993288590604,0.0145709810940821,0.0145800091173509
"  Missouri","Corn Belt",0.0078947962014752,0.00902832637399842,0.011195124703758,0.0134695353462303,0.0139850644942295,0.0169622030482143,0.019362728446226,0.0220576579024843,0.0241813031161473,0.0280339943342776,0.0294364440412745,0.0315228483955097,0.0265384353664345,0.0269081604100982
"  North Dakota","Northern Plains",0.000981376157020185,0.00122669283611384,0.00122669283611384,0.00148474759290921,0.00153363855747762,0.00139831750828841,0.00175917363945962,0.00202981573783802,0.00229978354978355,0.00252525252525253,0.00251381465712474,0.00292146027719902,0.00212934647185412,0.0021435835541964
"  South Dakota","Northern Plains",0.00132699099687647,0.00163321968846334,0.00159238919625176,0.0017797962440162,0.0018308236649387,0.00164571804735554,0.00191314723005081,0.00209829051037831,0.00226295541977823,0.00259211257174597,0.00284108455314681,0.00308813538385523,0.00222377795165342,0.00224039241444632
"  Nebraska","Northern Plains",0.0028537649313058,0.00309799445622045,0.00279227131909343,0.00332435960189264,0.00343039163637849,0.00353429079245746,0.00410631473574537,0.0045557621197573,0.00495392644540488,0.00548397618853462,0.0053656355432706,0.00597536685500589,0.00595552664742469,0.00605424322126916
"  Kansas","Northern Plains",0.00353935149946719,0.00431977773126035,0.00460522559896478,0.0056940450572261,0.00580775382740498,0.00706862295583066,0.0083104080696928,0.00913189668347853,0.0102411249952234,0.0121517826435859,0.0117249412798136,0.0132335249298222,0.0105801917421031,0.010726273003323
"  Virginia","Appalachian",0.00826316820050911,0.0134732884223719,0.0144524518251606,0.0216112331346094,0.0240018825005883,0.0285557170352331,0.0338976393416866,0.0437959071448211,0.049862258953168,0.0552538370720189,0.0580436412421576,0.065264570098252,0.0602209944751381,0.0613726909234412
"  West Virginia","Appalachian",0.00933973277986769,0.0100577509571086,0.0113555252741548,0.012847965738758,0.0125859608148436,0.00954235637779942,0.010126582278481,0.0122687439143135,0.0136045607670381,0.0152889349572428,0.0164774570223808,0.0186831008757704,0.0236210253082414,0.0241537903958468
"  North Carolina","Appalachian",0.010842262567168,0.0114569409967539,0.0130481828018586,0.0189790784319969,0.0201706997410734,0.0218692965322916,0.0266401972399219,0.0345169863276872,0.0401471529110685,0.0472488803582853,0.050096215522771,0.0564464400256575,0.0735846030473136,0.0755971087730553
"  Kentucky","Appalachian",0.0065835605765485,0.00772155371771254,0.00858385920903069,0.0123079335214801,0.0127818074887277,0.015093001261034,0.018797288776797,0.0212011349306431,0.0236332125413581,0.0278871907988026,0.0272523496794998,0.0311848676707696,0.0307952489577598,0.0314112743254936
"  Tennessee","Appalachian",0.0086017501396388,0.010392523364486,0.0125233644859813,0.0194178389703682,0.0209254013220019,0.0268431001890359,0.0304347826086957,0.0452551984877127,0.051368692812939,0.0626447473328524,0.0595905989385898,0.0642532221379833,0.0593654042988741,0.0604415742446643
"  South Carolina","Southeast",0.00980592441266599,0.0121165248775458,0.0130961588038154,0.0186848353463405,0.0196088549460757,0.0209884201819686,0.0266749379652605,0.0361869313482217,0.0425245732022763,0.0519917227108122,0.050957397125214,0.057184370297338,0.0623248572911261,0.0638402411520498
"  Georgia","Southeast",0.00966570543629179,0.0117555905848406,0.0132250394079457,0.0205121329936989,0.0223111206572518,0.0221163935749455,0.0249683859337584,0.0362418274275567,0.0422811928086985,0.0508935299816988,0.0518776303010683,0.0575159166936441,0.0649487317862925,0.0665047337830545
"  Florida","Southeast",0.0147719419488597,0.0222586961529601,0.0182561621746141,0.0288874168370727,0.0333362195861114,0.0416546305390259,0.0546247616846727,0.0692414350915709,0.082722603727855,0.105112816665705,0.0971699751143006,0.112911626830256,0.11473937356938,0.117398990959928
"  Alabama","Southeast",0.0064851636586112,0.0130926888956868,0.014530437442643,0.0236856600771161,0.0249807958211707,0.020122026377419,0.021786022433132,0.0433871564156292,0.0478594072204611,0.0564464005416885,0.0547721674876847,0.061576354679803,0.0350720532085232,0.035101823592807
"  Mississippi","Delta States",0.00520610234274605,0.00694467409636562,0.00701081384966434,0.0099593025179499,0.0104259460886205,0.0116951336350722,0.0148666952988206,0.0180052198619049,0.0204770253729862,0.0247775315094777,0.0249125728559534,0.0283763530391341,0.0199533644237175,0.0202091658560959
"  Arkansas","Delta States",0.0045045045045045,0.0056953013763645,0.00631822496440437,0.00839310693770648,0.00907402970771442,0.0100165438411791,0.0126334787186043,0.0170551962701158,0.0191419141914191,0.0235223522352235,0.0258041286605857,0.0279344695151224,0.0174648901692474,0.0176638105869644
"  Louisiana","Delta States",0.011724829661398,0.0151882092443952,0.0134929421533352,0.0185326312872385,0.0198968822450604,0.0178403755868545,0.0186750130412102,0.0256303251608416,0.0303572681968134,0.030988980136169,0.0397747650814145,0.0459794849723836,0.0383787661406026,0.0390362112266858
"  Oklahoma","Southern Plains",0.00428497327529826,0.00520597555454957,0.00536441828881847,0.0114543639992742,0.0121177802944507,0.0114947751022263,0.0121535665606542,0.0240799636528851,0.0284485309178634,0.0334782311841417,0.0294171178959822,0.033512308322337,0.0167474457869707,0.0167580962978133
"  Texas","Southern Plains",0.00434416708152573,0.00616076087472131,0.00909586831744225,0.014867612265037,0.0162328209576889,0.014883826281845,0.0155514228151115,0.0222989163477701,0.0263699304077142,0.0307768455075108,0.0304847129008203,0.0339865771812081,0.027364965681886,0.0277263214980603
"  Montana","Mountain",0.000523269473099678,0.000631948758595574,0.000621237762687175,0.000793387012040184,0.000826304380486339,0.000804928307718726,0.000965913969262471,0.00119129389542371,0.00136488694007394,0.00152609405898031,0.00183563055519773,0.00210399759543132,0.00180348458986828,0.00183864389767372
"  Idaho","Mountain",0.00115100854765364,0.00139696443404063,0.00118930755871026,0.00181361343585287,0.00185209683820611,0.00200328841683518,0.00266475157333736,0.00275924630998053,0.00309039890793266,0.00354542696799636,0.00421064556938124,0.00439946375634901,0.00496619962989539,0.00508028639676725
"  Wyoming","Mountain",0.000560861483238254,0.000721107621306327,0.000624959938465483,0.00076993407439488,0.000787022165114038,0.000787654717891014,0.00101269892300273,0.00128596688635268,0.00165933658756625,0.00178821709922188,0.0026710862953964,0.00331472154729915,0.00175399073120494,0.00177622758432029
"  Colorado","Mountain",0.00159305069207532,0.00196962862727409,0.00227033528792663,0.00345937490599525,0.00385379659179864,0.00505947899412739,0.00647492847462732,0.00822165336545701,0.00999984917271233,0.0119455211836926,0.0136926460398277,0.0161178561744946,0.0122627297378729,0.0125192050467008
"  New Mexico","Mountain",0.00150449419419548,0.00240461892576543,0.0019931333341906,0.00254609983797546,0.00272756513348344,0.00289564109493842,0.00359059495772364,0.00436276591637388,0.00494501249130759,0.00606536688386947,0.00696509726674649,0.00818817349658182,0.00623165267549055,0.00634371953700366
"  Arizona","Mountain",0.000605301894319792,0.00104556460488664,0.00112810917895664,0.00429231785163989,0.00522839845899835,0.0056621709121468,0.00730158292807252,0.0110074806783584,0.0134489641406841,0.0164360933305802,0.0188502839229489,0.024006269678679,0.0148502598795479,0.015106719316338
"  Utah","Mountain",0.00370011954232368,0.00470579305895524,0.00373806948634751,0.00461126819363531,0.0050072073439041,0.00420623893721094,0.00456786128927885,0.00730857806284616,0.00873836312753441,0.0100138976145601,0.0094508252833346,0.0104396440252529,0.00844556037434376,0.00856265871566613
"  Nevada","Mountain",0.000384215843922986,0.000668896321070234,0.00058350530135914,0.000754298075828305,0.00110907307085271,0.00177738596291662,0.00261631213741326,0.00305710385621659,0.00372518910311096,0.00426548370585224,0.00897901102810388,0.0113980789754536,0.00497944201795444,0.00505928266158289
"  Washington","Pacific",0.00578560597223842,0.00839903609947828,0.0077205624312753,0.011453600037476,0.0119069941871367,0.0141532683957282,0.0161718108203263,0.0182138246684661,0.0210491695444828,0.0237742852444382,0.029099784098376,0.0321740354829625,0.0320982436367052,0.0328063531041608
"  Oregon","Pacific",0.00236766995329528,0.0031958729437721,0.00298497777489374,0.00443189012808649,0.00472602072303245,0.00524716929025131,0.00620563055379567,0.00701788586188411,0.00765132070567595,0.00843107313427987,0.00919581387021696,0.00992822382448202,0.0107750903349718,0.0109878780396497
"  California","Pacific",0.0145783924905833,0.02159220049046,0.0156608250094703,0.0245092658197531,0.0287670685937874,0.0318873599744182,0.0354748128828532,0.0400415704849557,0.0444662154732033,0.0522238106187082,0.0558187992747162,0.059325005259309,0.0510449435950869,0.0517611977478109
"  Alaska","Others",NA,NA,NA,5.74585272558628e-05,6.34453004962526e-05,0.000129649449955312,0.000228955411623211,0.00070065872954573,0.000966241757519852,0.00146441739454142,0.00118617462791647,0.00155325869290679,0.000456223073960044,0.000457297296263615
"  Hawaii","Others",NA,NA,NA,0.0182659522649781,0.019823262479102,0.0306420233463035,0.0432879377431907,0.0423151750972763,0.0437743190661479,0.0483949416342412,0.125760155679883,0.164923376307468,0.0552177085867186,0.0552374485526636
"Northeast","Northeast Total",0.0353641394281241,0.0367153713360266,0.0368132552634857,0.0518232968911364,0.0551223902408597,0.059146162009828,0.0638282692256241,0.0802022670317224,0.0877293475342343,0.0890092186521078,0.0951248193463254,0.102395849229361,0.110763982404166,0.112550591417542
"Lake States","Lake States Total",0.0123290796786128,0.0145382239571025,0.0149619838482288,0.0216202560529383,0.0226292573340111,0.0215553642438404,0.0231705817242652,0.0292460951912434,0.0317525266991284,0.0333974385203977,0.0328491967920834,0.036273377405323,0.034162686481571,0.0345563688750891
"Corn Belt","Corn Belt Total",0.0160220961084015,0.0178373835279321,0.0196694944462248,0.0263425376926986,0.027440703508464,0.0306309255352683,0.0331102543585267,0.0382568317936035,0.0408325495312358,0.0446918899238448,0.0463302167058523,0.0503642140691733,0.0485298853438167,0.0492289385826867
"Northern Plains","Northern Plains Total",0.00222588370141433,0.00263007081747104,0.00261983707888166,0.00315583675857079,0.00324005739530243,0.00352651060784687,0.0041545898693904,0.00459733426687191,0.00509902187279716,0.00588111200868532,0.00580036850610917,0.0065157644443072,0.00539967365175451,0.00547143505206644
"Appalachian","Appalachian Total",0.00877298305437488,0.0107038546715024,0.0121000096286549,0.0174869530309113,0.0186591503925911,0.0213845917963864,0.0252822362634259,0.0332227790285747,0.0378332108565568,0.0442127704246849,0.0448657341188069,0.0500375766685253,0.0528085347126808,0.0539657731512164
"Southeast","Southeast Total",0.0102772197669747,0.0150995637546079,0.0149546852111202,0.0234065190057065,0.0256749880872578,0.0268892467288661,0.0327072931923192,0.047353557585713,0.0551219314918915,0.0677235410684677,0.0651823273381587,0.0740494581648119,0.0706049302627311,0.0720615072980863
"Delta States","Delta States Total",0.00697804442724125,0.00905713208766356,0.00877712562597598,0.0120617110799439,0.0128941684665227,0.0130054514517335,0.0152488918271575,0.0200392331118794,0.0230519374708049,0.0262457497311332,0.0297802378473174,0.0335945634898887,0.0246755239849163,0.0250332977286679
"Southern Plains","Southern Plains Total",0.00433184870912786,0.00596256131711993,0.00832127351664255,0.0141588085122418,0.015377663555361,0.0141794075151332,0.0148451739019576,0.0226691093840008,0.0268014931720456,0.0313377120446061,0.0302629277952916,0.033888051271629,0.0251587492966803,0.0254472319938344
"Mountain","Mountain Total",0.00115479750971742,0.00158018769057483,0.00143255769872182,0.00228645195168913,0.00257913888863556,0.00282549811268408,0.0035720282987873,0.00478217380828959,0.00573334989878025,0.00680218663899263,0.00822934860571948,0.00991938560037378,0.00677690777345818,0.0068970906769607
"Pacific","Pacific Total",0.00906370953178155,0.0132975735103738,0.0101856872774171,0.0157359413202934,0.0180068681453073,0.0201583485528783,0.022626118208125,0.0255345610160944,0.0284831207507984,0.0330874429357942,0.0361837587553219,0.0387637583629265,0.0349489795918367,0.0355117857535322
"Others","Other Total",NA,NA,NA,0.000259749395947368,0.000289061477376849,0.000471867942437566,0.000711893254197715,0.00116739583446982,0.0014427045974367,0.0019867639296783,0.00257347961533252,0.00337261275904104,0.00106440458180246,0.00106440458180246
